# files parsed: 687; parse failures: 0
status	note	area	location	kind	op	table	owned	constraint	key	expression
trusted	constraint from context	tenant	app/Services/RetailerReportService.php:145	unscoped	read	invoice_items	via:invoices	where:context	88c47eed85	\App\Models\InvoiceItem::join('invoices', 'invoices.id', '=', 'invoice_items.invoice_id')->join('items', fn($j) => $j->on('items.id', '=', 'invoice_items.item_id')->on('items.shop_id', '=', 'invoices.shop_id'))->where('invoices.shop_id', $shopId)->where('invoices.created_at', '>=', $since)->select('items.category', \Illuminate\Support\Facades\DB::raw('COUNT(*) as sold_count'), \Illuminate\Support\Facades\DB::raw('SUM(invoice_items.line_total) as total_revenue'))->groupBy('items.category')->orderBy('sold_count')->limit($limit)->get()->toArray()
earlier	read in the 11e91c3 round (handoff §7e); file unchanged since	tenant	app/Services/RetailerSalesService.php:138	unscoped	WRITE	invoice_items	via:invoices	none:-	2bb83432b1	\App\Models\InvoiceItem::record([ 'invoice_id' => $invoice->id, 'item_id' => $item->id, 'weight' => $item->net_metal_weight, 'rate' => $item->selling_price, 'making_charges' => $item->making_charges ?? 0, // MC-3: snapshot the item's making mode (resolved at item // registration for retail; NULL ⇒ fixed for legacy items). 'making_charge_type' => $item->making_charge_type ?? null, 'making_charge_value' => $item->making_charge_value ?? null, 'stone_amount' => $item->stone_charges ?? 0, // Hallmark is already inside selling_price (line_total); snapshot it // separately so the return policy can retain it (parity with making/stone). 'hallmark_charges' => $item->hallmark_charges ?? 0, 'line_total' => $item->selling_price, 'gst_rate' => $gstRate, 'gst_amount' => $apportioned[$item->id] ?? 0, // Line's share of the invoice-level discount, so returns // refund the net (paid) amount, not the gross line_total. 'allocated_discount' => $apportionedDiscount[$item->id] ?? 0, ])
earlier	read in the 11e91c3 round (handoff §7e); file unchanged since	tenant	app/Services/RetailerSalesService.php:503	unscoped	WRITE	invoice_items	via:invoices	none:-	9beb8ef770	\App\Models\InvoiceItem::record([ 'invoice_id' => $invoice->id, 'item_id' => $item->id, 'weight' => $item->net_metal_weight, 'rate' => $item->selling_price, 'making_charges' => $item->making_charges ?? 0, // MC-3: snapshot the item's making mode (resolved at item // registration for retail; NULL ⇒ fixed for legacy items). 'making_charge_type' => $item->making_charge_type ?? null, 'making_charge_value' => $item->making_charge_value ?? null, 'stone_amount' => $item->stone_charges ?? 0, // Hallmark is already inside selling_price (line_total); snapshot it // separately so the return policy can retain it (parity with making/stone). 'hallmark_charges' => $item->hallmark_charges ?? 0, 'line_total' => $item->selling_price, 'gst_rate' => $gstRate, 'gst_amount' => $apportionedEmi[$item->id] ?? 0, ])
trusted	constraint from via>context	tenant	app/Services/Returns/ExchangeService.php:79	unscoped	read	users	shop_id	key:via>context	657f295678	\App\Models\User::find($userId)
ok-self	the return order created or passed in this flow, by its own id (reinspected: conservative trust rules)	tenant	app/Services/Returns/ExchangeService.php:139	raw	WRITE	return_orders	shop_id	key:record?	8fdc70be10	\Illuminate\Support\Facades\DB::table('return_orders')->where('id', $returnOrder->id)->update(['return_type' => 'customer_exchange'])
earlier	read in the 11e91c3 round (handoff §7e); file unchanged since	tenant	app/Services/Returns/ExchangeService.php:289	unscoped	WRITE	invoice_items	via:invoices	none:-	c0ab48818c	\App\Models\InvoiceItem::record([ 'invoice_id' => $draft->id, 'item_id' => $item->id, 'metal_type' => $item->metal_type, 'weight' => (float) $item->gross_weight, 'rate' => 0, // not used for finished-piece sale; line_total is the lock 'making_charges' => (float) ($item->making_charges ?? 0), 'stone_amount' => (float) ($item->stone_charges ?? 0), // Hallmark is already inside selling_price (line_total); snapshot it // separately so a return of this exchanged item can retain it (parity // with making/stone and the regular sale paths). 'hallmark_charges' => (float) ($item->hallmark_charges ?? 0), 'line_total' => $linePrice, 'gst_rate' => $shopGstRate, 'gst_amount' => $lineGst, // allocated_* default to 0 — there's no invoice-level discount here. 'allocated_discount' => 0, 'allocated_round_off' => 0, 'allocated_loyalty_pts' => 0, ])
earlier	read in the 11e91c3 round (handoff §7e); file unchanged since	tenant	app/Services/Returns/ExchangeService.php:391	unscoped	read	users	shop_id	key:via>?	a7c890ef51	\App\Models\User::find($userId)
ok-self	the return order created or passed in this flow, by its own id (reinspected: conservative trust rules)	tenant	app/Services/Returns/ExchangeService.php:429	raw	WRITE	return_orders	shop_id	key:via>?	28c9dcbac4	\Illuminate\Support\Facades\DB::table('return_orders')->where('id', $returnOrder->id)->update(['return_type' => 'customer_exchange'])
trusted	constraint from via>mixed(record,owned)	tenant	app/Services/Returns/ReturnService.php:118	unscoped	read	invoice_items	via:invoices	key:via>mixed(record,owned)	a47e70a1b7	\App\Models\InvoiceItem::where('invoice_id', $invoice->id)->whereNull('returned_at')->pluck('id')->all()
trusted	constraint from via>mixed(record,owned)	tenant	app/Services/Returns/ReturnService.php:132	unscoped	read	invoice_items	via:invoices	key:via>mixed(record,owned)	4197886a86	\App\Models\InvoiceItem::where('invoice_id', $invoice->id)->whereIn('id', $invoiceItemIds)->lockForUpdate()->with('item')->get()
trusted	constraint from via>mixed(record,owned)	tenant	app/Services/Returns/ReturnService.php:278	unscoped	read	invoice_items	via:invoices	key:via>mixed(record,owned)	e391045532	\App\Models\InvoiceItem::where('invoice_id', $invoice->id)->count()
trusted	constraint from via>mixed(record,owned)	tenant	app/Services/Returns/ReturnService.php:279	unscoped	read	invoice_items	via:invoices	key:via>mixed(record,owned)	f017bd2132	\App\Models\InvoiceItem::where('invoice_id', $invoice->id)->whereNotNull('returned_at')->count()
trusted	constraint from via>mixed(record,owned)	tenant	app/Services/Returns/ReturnService.php:280	raw	read	invoices	shop_id	key:via>mixed(record,owned)	17ff00cf3a	\Illuminate\Support\Facades\DB::table('invoices')->where('id', $invoice->id)->first()
trusted	constraint from via>mixed(record,owned)	tenant	app/Services/Returns/ReturnService.php:282	raw	WRITE	invoices	shop_id	key:via>mixed(record,owned)	e3bb8f264f	\Illuminate\Support\Facades\DB::table('invoices')->where('id', $invoice->id)->update(['status' => \App\Models\Invoice::STATUS_CANCELLED, 'cancelled_at' => now(), 'cancelled_by' => $userId, 'cancellation_reason' => $reason, 'updated_at' => now()])
trusted	constraint from via>mixed(record,owned)	tenant	app/Services/Returns/ReturnService.php:352	unscoped	read	invoice_items	via:invoices	key:via>mixed(record,owned)	496734458b	\App\Models\InvoiceItem::where('invoice_id', $invoice->id)->lockForUpdate()->with('item')->get()
trusted	constraint from via>mixed(record,owned)	tenant	app/Services/Returns/ReturnService.php:445	raw	read	invoices	shop_id	key:via>mixed(record,owned)	847e10c1ad	\Illuminate\Support\Facades\DB::table('invoices')->where('id', $invoice->id)->first()
trusted	constraint from via>mixed(record,owned)	tenant	app/Services/Returns/ReturnService.php:446	raw	WRITE	invoices	shop_id	key:via>mixed(record,owned)	d73dba53ca	\Illuminate\Support\Facades\DB::table('invoices')->where('id', $invoice->id)->update(['status' => \App\Models\Invoice::STATUS_CANCELLED, 'cancelled_at' => now(), 'cancelled_by' => $userId, 'cancellation_reason' => $reason, 'updated_at' => now()])
trusted	constraint from via>record	tenant	app/Services/Returns/ReturnService.php:615	raw	WRITE	return_orders	shop_id	key:via>record	2f9b5f2ee7	\Illuminate\Support\Facades\DB::table('return_orders')->where('id', $returnOrder->id)->update(['status' => \App\Models\ReturnOrder::STATUS_CANCELLED, 'cancellation_reason' => 'Superseded by approval-triggered return.', 'updated_at' => now()])
trusted	constraint from via>record	tenant	app/Services/Returns/ReturnService.php:642	raw	WRITE	return_orders	shop_id	key:via>record	e5bd1bc307	\Illuminate\Support\Facades\DB::table('return_orders')->where('id', $returnOrder->id)->update(['status' => \App\Models\ReturnOrder::STATUS_CANCELLED, 'cancellation_reason' => 'Rejected by approver: ' . $reason, 'updated_at' => now()])
trusted	constraint from via>mixed(record,owned)	tenant	app/Services/Returns/ReturnService.php:1170	raw	read	invoices	shop_id	key:via>mixed(record,owned)	611feb6908	\Illuminate\Support\Facades\DB::table('invoices')->where('id', $invoice->id)->first()
earlier	read in the 11e91c3 round (handoff §7e); file unchanged since	tenant	app/Services/SalesService.php:148	unscoped	WRITE	invoice_items	via:invoices	none:-	c79b97dddf	\App\Models\InvoiceItem::record([ 'invoice_id' => $invoice->id, 'item_id' => $item->id, 'weight' => $item->net_metal_weight, 'rate' => $goldRate, // MC-3: persist the RESOLVED making (== $making for fixed mode) // as the accounting truth, plus the mode metadata snapshot // (NULL for fixed). Reproducible: a future rate change can never // alter this finalized amount. 'making_charges' => round((float) ($line['making'] ?? $making), 2), 'making_charge_type' => $line['making_type'] ?? null, 'making_charge_value' => $line['making_value'] ?? null, 'stone_amount' => $stone, // Hallmark is already inside line_total; snapshot it separately so the // return policy can retain it (parity with making/stone). 'hallmark_charges' => round((float) ($item->hallmark_charges ?? 0), 2), 'line_total' => $line['line_total'], 'gst_rate' => $gstRate, 'gst_amount' => $line['gst_amount'], ])
trusted	constraint from via>record	tenant	app/Services/SchemeService.php:629	raw	read	shop_rules	shop_id	where:via>record	e726c7b275	\Illuminate\Support\Facades\DB::table('shop_rules')->where('shop_id', $shopId)->value('financial_lock_date')
trusted	constraint from via>context	tenant	app/Services/ShopOpeningSetupState.php:41	removed	read	onboarding_batches	shop_id	where:via>context	2d3ef65e79	\App\Models\OnboardingBatch::withoutTenant()->where('shop_id', $shopId)->where('status', \App\Models\OnboardingBatch::STATUS_LOCKED)->exists()
trusted	constraint from via>context	tenant	app/Services/ShopOpeningSetupState.php:50	removed	read	shop_preferences	shop_id	where:via>context	f403e28833	\App\Models\ShopPreferences::withoutTenant()->where('shop_id', $shopId)->whereNotNull('opening_setup_skipped_at')->exists()
trusted	constraint from via>context	tenant	app/Services/ShopOpeningSetupState.php:59	removed	read	onboarding_batches	shop_id	where:via>context	3120156357	\App\Models\OnboardingBatch::withoutTenant()->where('shop_id', $shopId)->whereIn('status', [\App\Models\OnboardingBatch::STATUS_DRAFT, \App\Models\OnboardingBatch::STATUS_REVIEW, \App\Models\OnboardingBatch::STATUS_POSTING])->exists()
ok-context	every caller passes the authenticated user's shop, or a record's shop	tenant	app/Services/ShopPricingService.php:73	removed	read	shop_daily_metal_rates	shop_id	where:via>mixed(other,unowned,context,record)	ae683cce61	\App\Models\ShopDailyMetalRate::withoutTenant()->where('shop_id', $shopId)->where('business_date', $this->businessDateString($shopId, $now))->orderByDesc('id')->first()
ok-context	the caller's shop (or a shop row looked up by it); reprice iterates items filtered to that shop (reinspected: conservative trust rules)	tenant	app/Services/ShopPricingService.php:107	removed	read	shop_metal_purity_profiles	shop_id	where:via>mixed(unowned,other,context)	9373b96b71	\App\Models\ShopMetalPurityProfile::withoutTenant()->where('shop_id', $shopId)->when($metalType, fn($query) => $query->where('metal_type', $metalType))->orderBy('metal_type')->orderBy('sort_order')->orderByDesc('purity_value')->get()
ok-context	the caller's shop (or a shop row looked up by it); reprice iterates items filtered to that shop (reinspected: conservative trust rules)	tenant	app/Services/ShopPricingService.php:139	removed	WRITE	shop_metal_purity_profiles	shop_id	where:via>mixed(unowned,other,context)	24a9c66e11	\App\Models\ShopMetalPurityProfile::withoutTenant()->firstOrCreate(['shop_id' => $shopId, 'metal_type' => $metalType, 'purity_value' => $this->normalizePurityValue($purityValue), 'basis' => $basis], ['code' => $code, 'label' => $label, 'is_active' => true, 'sort_order' => $sortOrder])
earlier	read in the 11e91c3 round (handoff §7e); file unchanged since	tenant	app/Services/ShopPricingService.php:214	removed	WRITE	shop_metal_purity_profiles	shop_id	none:-	b0c283f6e0	\App\Models\ShopMetalPurityProfile::withoutTenant()->create($payload)
trusted	constraint from via>mixed(record,context)	tenant	app/Services/ShopPricingService.php:223	removed	WRITE	shop_metal_purity_profiles	shop_id	where:via>mixed(record,context)	36fe5da4b2	\App\Models\ShopMetalPurityProfile::withoutTenant()->firstOrCreate(['shop_id' => $shopId, 'metal_type' => $metalType, 'purity_value' => $purityValue, 'basis' => $this->basisForMetalType($metalType)], ['code' => $this->normalizePurityString($purityValue), 'label' => $this->formatPurityLabel($metalType, $purityValue), 'is_active' => true, 'sort_order' => $this->nextSortOrder($shopId, $metalType)])
ok-context	the caller's shop (or a shop row looked up by it); reprice iterates items filtered to that shop (reinspected: conservative trust rules)	tenant	app/Services/ShopPricingService.php:247	removed	read	shop_metal_purity_profiles	shop_id	where:via>mixed(unowned,context)	1dc5d9943a	\App\Models\ShopMetalPurityProfile::withoutTenant()->where('shop_id', $shopId)->where('metal_type', $this->normalizeMetalType($metalType))->where('purity_value', $this->normalizePurityValue($purityValue))->whereRaw($this->booleanComparisonSql('is_active', true))->orderBy('sort_order')->first()
earlier	read in the 11e91c3 round (handoff §7e); file unchanged since	tenant	app/Services/ShopPricingService.php:291	removed	WRITE	shop_daily_metal_rates	shop_id	none:-	00af39e76c	\App\Models\ShopDailyMetalRate::withoutTenant()->firstOrCreate($key, $values)
earlier	read in the 11e91c3 round (handoff §7e); file unchanged since	tenant	app/Services/ShopPricingService.php:294	removed	read	shop_daily_metal_rates	shop_id	none:-	2a655bf5c5	\App\Models\ShopDailyMetalRate::withoutTenant()->where($key)->lockForUpdate()->firstOrFail()
trusted	constraint from via>context	tenant	app/Services/ShopPricingService.php:423	unscoped	read	metal_rates	shop_id	where:via>context	6b9e1c6738	\App\Models\MetalRate::query()->where('shop_id', $shopId)->where('shop_metal_purity_profile_id', $profileId)->where('business_date', $businessDate)->orderByDesc('fetched_at')->orderByDesc('id')->first()
earlier	read in the 11e91c3 round (handoff §7e); file unchanged since	tenant	app/Services/ShopPricingService.php:445	unscoped	read	metal_rates	shop_id	none:-	a8939adcf3	\App\Models\MetalRate::latestResolvedForDay($shopId, $businessDate, $this->normalizeMetalType($metalType), $this->normalizePurityValue($purityValue))
UNREAD		tenant	app/Services/ShopPricingService.php:604	unscoped	read	shops	self:id	key:via>property	925fa6be69	\App\Models\Shop::query()->find($shopId)
ok-context	the caller's shop (or a shop row looked up by it); reprice iterates items filtered to that shop (reinspected: conservative trust rules)	tenant	app/Services/ShopPricingService.php:616	removed	read	items	shop_id	where:via>property	67ea4b0ba8	\App\Models\Item::withoutTenant()->where('shop_id', $shopId)->where('status', 'in_stock')->orderBy('id')->chunkById(200, function ($items) use ($shop, $now, &$updated): void { foreach ($items as $item) { try { if (!$item->metal_type) { throw new \LogicException('Item has no metal type assigned. Go to Settings → Pricing → Legacy Items to fix it.'); } $payload = $this->computeRetailerCostPayload($shop, ['metal_type' => $item->metal_type, 'purity' => $item->purity, 'gross_weight' => $item->gross_weight, 'stone_weight' => $item->stone_weight, 'making_charges' => $item->making_charges, 'stone_charges' => $item->stone_charges, 'hallmark_charges' => $item->hallmark_charges ?? 0, 'rhodium_charges' => $item->rhodium_charges ?? 0, 'other_charges' => $item->other_charges ?? 0], $now); } catch (\Throwable $e) { \Illuminate\Support\Facades\DB::table('items')->where('id', $item->id)->update(['pricing_review_required' => $this->databaseBoolean(true), 'pricing_review_notes' => 'Auto-reprice failed: ' . $e->getMessage(), 'updated_at' => now()]); continue; } \Illuminate\Support\Facades\DB::table('items')->where('id', $item->id)->update(['net_metal_weight' => $payload['net_metal_weight'], 'cost_price' => $payload['cost_price'], 'selling_price' => $payload['selling_price'], 'overhead_cost' => $payload['overhead_cost'], 'pricing_review_required' => $this->databaseBoolean(false), 'pricing_review_notes' => null, 'updated_at' => now()]); $updated++; } })
ok-context	the caller's shop (or a shop row looked up by it); reprice iterates items filtered to that shop (reinspected: conservative trust rules)	tenant	app/Services/ShopPricingService.php:639	raw	WRITE	items	shop_id	key:record?	75c0990dae	\Illuminate\Support\Facades\DB::table('items')->where('id', $item->id)->update(['pricing_review_required' => $this->databaseBoolean(true), 'pricing_review_notes' => 'Auto-reprice failed: ' . $e->getMessage(), 'updated_at' => now()])
ok-context	the caller's shop (or a shop row looked up by it); reprice iterates items filtered to that shop (reinspected: conservative trust rules)	tenant	app/Services/ShopPricingService.php:647	raw	WRITE	items	shop_id	key:record?	f41cd45f64	\Illuminate\Support\Facades\DB::table('items')->where('id', $item->id)->update(['net_metal_weight' => $payload['net_metal_weight'], 'cost_price' => $payload['cost_price'], 'selling_price' => $payload['selling_price'], 'overhead_cost' => $payload['overhead_cost'], 'pricing_review_required' => $this->databaseBoolean(false), 'pricing_review_notes' => null, 'updated_at' => now()])
trusted	constraint from via>context	tenant	app/Services/ShopPricingService.php:681	removed	read	items	shop_id	where:via>context	a9f84d55cb	\App\Models\Item::withoutTenant()->where('shop_id', $shopId)->where('status', 'in_stock')->where(function ($query): void { $query->whereNull('metal_type')->orWhereRaw($this->booleanComparisonSql('pricing_review_required', true)); })->orderByDesc('updated_at')->limit(100)->get(['id', 'barcode', 'design', 'category', 'purity', 'metal_type', 'pricing_review_notes'])
trusted	constraint from via>context	tenant	app/Services/ShopPricingService.php:703	removed	read	items	shop_id	where:via>context	867547a02c	\App\Models\Item::withoutTenant()->where('shop_id', $shopId)->where(function ($query): void { $query->whereNull('metal_type')->orWhereRaw($this->booleanComparisonSql('pricing_review_required', true)); })->orderByDesc('updated_at')->limit(100)->get()
trusted	constraint from via>record	tenant	app/Services/ShopPricingService.php:728	unscoped	read	shops	self:id	key:via>record	63a701d37e	\App\Models\Shop::query()->findOrFail($shopId)
trusted	constraint from via>record	tenant	app/Services/ShopPricingService.php:748	removed	WRITE	items	shop_id	key:via>record	6f30df1202	\App\Models\Item::withoutTenant()->where('id', $item->id)->update(array_merge($updates, ['updated_at' => now()]))
trusted	constraint from via>record	tenant	app/Services/ShopPricingService.php:752	removed	read	items	shop_id	where:via>record	4766849875	\App\Models\Item::withoutTenant()->where('shop_id', $shopId)->findOrFail($item->id)
trusted	constraint from via>context	tenant	app/Services/ShopPricingService.php:843	embedded	read	shop_metal_purity_profiles	shop_id	where:via>context	fafb1b9296	\Illuminate\Support\Facades\DB::table('metal_rates as rates')->leftJoin('shop_metal_purity_profiles as profiles', function ($join) use ($shopId): void { $join->on('profiles.id', '=', 'rates.shop_metal_purity_profile_id')->where('profiles.shop_id', '=', $shopId); })->where('rates.shop_id', $shopId)->whereNotNull('rates.business_date')
trusted	constraint from via>context	tenant	app/Services/ShopPricingService.php:843	raw	read	metal_rates	shop_id	where:via>context	2af3871e53	\Illuminate\Support\Facades\DB::table('metal_rates as rates')->leftJoin('shop_metal_purity_profiles as profiles', function ($join) use ($shopId): void { $join->on('profiles.id', '=', 'rates.shop_metal_purity_profile_id')->where('profiles.shop_id', '=', $shopId); })->where('rates.shop_id', $shopId)->whereNotNull('rates.business_date')
earlier	read in the 11e91c3 round (handoff §7e); file unchanged since	tenant	app/Services/ShopPricingService.php:1050	raw	WRITE	metal_rates	shop_id	none:-	432c458009	\Illuminate\Support\Facades\DB::table('metal_rates')->insert($payload)
ok-context	the caller's shop (or a shop row looked up by it); reprice iterates items filtered to that shop (reinspected: conservative trust rules)	tenant	app/Services/ShopPricingService.php:1052	unscoped	read	metal_rates	shop_id	key:via>mixed(record,other,unowned)	5ef29410f8	\App\Models\MetalRate::query()->where('shop_id', (int) $profile->shop_id)->where('shop_metal_purity_profile_id', (int) $profile->id)->where('business_date', $businessDate)->whereRaw($this->booleanComparisonSql('is_override', $isOverride))->orderByDesc('id')->firstOrFail()
ok-context	the caller's shop (or a shop row looked up by it); reprice iterates items filtered to that shop (reinspected: conservative trust rules)	tenant	app/Services/ShopPricingService.php:1063	unscoped	read	metal_rates	shop_id	where:via>mixed(unowned,other)	e808c52050	\App\Models\MetalRate::query()->where('shop_id', $shopId)->where('business_date', $businessDate)->whereRaw($this->booleanComparisonSql('is_override', true))->orderByDesc('fetched_at')->orderByDesc('id')->get()->unique('shop_metal_purity_profile_id')->values()
earlier	read in the 11e91c3 round (handoff §7e); file unchanged since	tenant	app/Services/ShopPricingService.php:1091	unscoped	read	metal_rates	shop_id	none:-	66e737d0ea	\App\Models\MetalRate::latestResolvedForDay($shopId, $businessDate, $metalType, $purityValue)
trusted	constraint from via>mixed(context,record)	tenant	app/Services/ShopPricingService.php:1104	removed	read	shop_metal_purity_profiles	shop_id	where:via>mixed(context,record)	d0c4232060	\App\Models\ShopMetalPurityProfile::withoutTenant()->where('shop_id', $shopId)->where('metal_type', $metalType)->max('sort_order')
earlier	read in the 11e91c3 round (handoff §7e); file unchanged since	tenant	app/Services/SignatureRelocationLedger.php:81	removed	read	signature_relocations	shop_id	none:-	19d99233cd	\App\Models\SignatureRelocation::withoutTenant()->where($key)->lockForUpdate()->first()
earlier	read in the 11e91c3 round (handoff §7e); file unchanged since	tenant	app/Services/SignatureRelocationLedger.php:91	removed	WRITE	signature_relocations	shop_id	none:-	42790586f5	\App\Models\SignatureRelocation::withoutTenant()->create($key + ['target_disk' => $targetDisk, 'sha256' => $sha256, 'bytes' => $bytes, 'relocated_at' => now()])
ok-platform	console relocation: the row being relocated's own shop (reinspected: conservative trust rules)	tenant	app/Services/SignatureRelocationLedger.php:102	removed	read	signature_relocations	shop_id	where:via>record?	64c87a7670	\App\Models\SignatureRelocation::withoutTenant()->where('shop_id', $shopId)->where('path', $path)->where('source_disk', self::SOURCE_DISK)->first()
ok-record	targetFor() is called by InvoiceSignatureRenderer::build with the invoice's shop	tenant	app/Services/SignatureRelocationLedger.php:135	removed	read	signature_relocations	shop_id	where:via>mixed(record?,other,?,record,owned)	9f70c1f210	\App\Models\SignatureRelocation::withoutTenant()->where('shop_id', $shopId)->where('path', $path)->where('source_disk', self::SOURCE_DISK)->first()
UNREAD		tenant	app/Services/SubscriptionGateService.php:20	unscoped	read	shops	self:id	key:via>mixed(context,record,owned,unowned,?,other)	fdd52b34a9	\App\Models\Shop::query()->find($shopId)
ok-platform	the gate for the shop being checked — the caller's own (reinspected: conservative trust rules)	tenant	app/Services/SubscriptionGateService.php:102	unscoped	read	shop_editions	shop_id	where:via>unowned	18c63f57e2	\App\Models\ShopEditionAssignment::query()->where('shop_id', $shop->id)->whereNull('deactivated_at')->get()
ok-platform	the gate for the shop being checked — the caller's own (reinspected: conservative trust rules)	tenant	app/Services/SubscriptionGateService.php:116	unscoped	read	shop_subscriptions	shop_id	where:via>unowned	c54aee8753	\App\Models\Platform\ShopSubscription::query()->where('shop_id', $shop->id)->whereIn('status', self::WRITABLE_SUBSCRIPTION_STATUSES)->with('plan.platformProduct')->get()
ok-platform	the gate for the shop being checked — the caller's own (reinspected: conservative trust rules)	tenant	app/Services/SubscriptionGateService.php:158	unscoped	read	shop_subscriptions	shop_id	where:via>unowned	f448753044	\App\Models\Platform\ShopSubscription::query()->where('shop_id', $shop->id)->latest('id')->first()
global	no tenant table: plans — plan catalog	tenant	app/Services/SubscriptionPaymentService.php:70	unscoped	read	plans	-	key:property	db735c6324	\App\Models\Platform\Plan::find($planId)
earlier	read in the 11e91c3 round (handoff §7e); file unchanged since	tenant	app/Services/SubscriptionPaymentService.php:178	unscoped	read	shop_subscriptions	shop_id	key:via>mixed(loop,other,property,REQUEST)	25daae853c	\App\Models\Platform\ShopSubscription::where('razorpay_payment_id', $paymentId)->first()
ok-platform	platform billing: the authenticated actor's own shop or the subscription being billed; payment ids signature-verified (reinspected: conservative trust rules)	tenant	app/Services/SubscriptionPaymentService.php:223	unscoped	read	shop_subscriptions	shop_id	where:via>unowned	44eb5e6eb0	\App\Models\Platform\ShopSubscription::where('shop_id', $shopId)->with('plan.platformProduct')->latest('id')->get()->first(fn(\App\Models\Platform\ShopSubscription $sub) => $edition === null || $sub->plan?->grantsEdition() === $edition)
earlier	read in the 11e91c3 round (handoff §7e); file unchanged since	tenant	app/Services/SubscriptionPaymentService.php:239	unscoped	read	shop_subscriptions	shop_id	none:-	70a9f03159	\App\Models\Platform\ShopSubscription::hasLivePaidTermToday($current)
ok-platform	platform billing: the authenticated actor's own shop or the subscription being billed; payment ids signature-verified (reinspected: conservative trust rules)	tenant	app/Services/SubscriptionPaymentService.php:309	unscoped	WRITE	shop_subscriptions	shop_id	insert:via>unowned	5bb52a56a1	\App\Models\Platform\ShopSubscription::create(['shop_id' => $actor?->shop_id, 'user_id' => $actor?->id, 'plan_id' => $plan->id, 'status' => $status, 'starts_at' => $startsAt, 'ends_at' => $endsAt, 'grace_ends_at' => $graceEndsAt, 'billing_cycle' => $billingCycle, 'price_paid' => $expectedPrice, 'razorpay_payment_id' => $paymentId, 'razorpay_order_id' => $orderId, 'updated_by_admin_id' => null, 'actor_type' => 'self_service'])
ok-platform	platform billing: the authenticated actor's own shop or the subscription being billed; payment ids signature-verified (reinspected: conservative trust rules)	tenant	app/Services/SubscriptionPaymentService.php:325	unscoped	WRITE	subscription_events	shop_id	insert:record?	5111885cbf	\App\Models\Platform\SubscriptionEvent::create(['shop_subscription_id' => $subscription->id, 'shop_id' => $subscription->shop_id, 'admin_id' => null, 'event_type' => 'subscription.paid', 'before' => null, 'after' => $subscription->toArray(), 'reason' => 'Payment via Razorpay: ' . $paymentId])
UNREAD		tenant	app/Services/SubscriptionPaymentService.php:353	unscoped	read	shops	self:id	key:via>unowned	d95862c4d5	\App\Models\Shop::whereKey($actor->shop_id)->lockForUpdate()->first()
earlier	read in the 11e91c3 round (handoff §7e); file unchanged since	tenant	app/Services/SubscriptionPaymentService.php:404	unscoped	read	shop_subscriptions	shop_id	key:via>mixed(other,property,loop,REQUEST)	4b3d0b9aac	\App\Models\Platform\ShopSubscription::where('razorpay_payment_id', $paymentId)->firstOrFail()
earlier	read in the 11e91c3 round (handoff §7e); file unchanged since	tenant	app/Services/SubscriptionPaymentService.php:440	unscoped	read	users	shop_id	key:property	3fc9ec6d4c	\App\Models\User::find($userId)
earlier	read in the 11e91c3 round (handoff §7e); file unchanged since	tenant	app/Services/SubscriptionPaymentService.php:559	unscoped	read	subscription_events	shop_id	none:-	15c289797a	\App\Models\Platform\SubscriptionEvent::where('event_type', 'payment.unresolved')->where('after->payment_id', $paymentId)->first()
ok-platform	records an unmatched payment event with no shop (shop_id null); platform billing	tenant	app/Services/SubscriptionPaymentService.php:577	unscoped	WRITE	subscription_events	shop_id	insert:other	8ce30d0775	\App\Models\Platform\SubscriptionEvent::create(['shop_subscription_id' => null, 'shop_id' => null, 'admin_id' => null, 'event_type' => 'payment.unresolved', 'before' => null, 'after' => ['order_id' => $orderId, 'payment_id' => $paymentId, 'attempt_count' => 1, 'first_failed_at' => $now, 'last_failed_at' => $now, 'transient' => $transient, 'resolved_at' => null], 'reason' => $reasonText])
earlier	read in the 11e91c3 round (handoff §7e); file unchanged since	tenant	app/Services/SubscriptionPaymentService.php:618	unscoped	read	subscription_events	shop_id	none:-	e410950db5	\App\Models\Platform\SubscriptionEvent::where('event_type', 'payment.unresolved')->where('after->payment_id', $paymentId)->first()
earlier	read in the 11e91c3 round (handoff §7e); file unchanged since	tenant	app/Services/SubscriptionPaymentService.php:660	unscoped	read	shop_subscriptions	shop_id	key:via>?	2435e4782e	\App\Models\Platform\ShopSubscription::where('razorpay_payment_id', $paymentId)->first()
ok-platform	platform billing: the authenticated actor's own shop or the subscription being billed; payment ids signature-verified (reinspected: conservative trust rules)	tenant	app/Services/SubscriptionPaymentService.php:698	unscoped	WRITE	shop_subscriptions	shop_id	insert:via>?	8515c856ba	\App\Models\Platform\ShopSubscription::create([ 'shop_id' => $current->shop_id, 'user_id' => $current->user_id, 'plan_id' => $current->plan_id, 'status' => 'active', 'starts_at' => $startsAt, 'ends_at' => $endsAt, 'grace_ends_at' => $newGraceEndsAt, 'billing_cycle' => $billingCycle, 'price_paid' => $price, 'razorpay_payment_id' => $paymentId, 'razorpay_order_id' => $orderId, // Never inherited from $current. If the previous term happened // to be keyed in by an admin, copying the stamp forward made // that admin the recorded actor on a renewal the customer paid // for themselves — and the row's own SubscriptionEvent below // already (correctly) records admin_id = null. 'updated_by_admin_id' => null, 'actor_type' => 'self_service', ])
